City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
386,kaimganj,36,IN,1531602504,93,27.55,79.34,81.12,6.71
387,shenkursk,48,RU,1531602504,83,62.11,42.91,66.45,2.24
388,pahrump,20,US,1531601580,27,36.21,-115.98,100.4,4.7
389,sovetskiy,32,RU,1531602505,89,56.76,48.47,67.08,2.8
390,springbok,0,ZA,1531602505,45,-29.67,17.88,43.5,13.42
391,sesheke,0,NA,1531602506,66,-17.47,24.29,53.58,3.8
392,zyryanka,92,RU,1531602506,99,65.73,150.89,51.06,6.26
393,vanimo,92,PG,1531602506,100,-2.67,141.3,77.25,9.17
394,dekar,0,BW,1531602507,41,-21.53,21.93,57.45,11.07
395,samarai,88,PG,1531602507,100,-10.62,150.67,76.26,8.39
396,ormara,92,PK,1531602507,97,25.21,64.64,82.2,7.05
397,roebourne,0,AU,1531602507,73,-20.77,117.15,49.35,9.28
398,shu,0,KZ,1531602508,72,43.6,73.76,69.06,12.64
399,teya,90,MX,1531600740,48,21.05,-89.07,87.8,14.99
400,soyo,8,AO,1531602508,93,-6.13,12.37,69.96,5.14
401,muzhi,44,RU,1531602509,73,65.4,64.7,57.9,4.59
402,port-cartier,90,CA,1531598400,77,50.03,-66.88,59.0,8.05
403,ternate,90,PH,1531598400,100,14.29,120.72,78.8,3.36
404,srivardhan,92,IN,1531602510,100,18.03,73.02,74.28,10.07
405,ust-barguzin,0,RU,1531602510,82,53.41,109.03,48.0,3.13
406,christchurch,88,NZ,1531600200,100,-43.53,172.64,39.2,2.24
407,santona,20,ES,1531602000,88,43.44,-3.46,75.2,4.7
408,grand gaube,20,MU,1531598400,68,-20.01,57.66,69.8,6.93
409,broken hill,0,AU,1531602511,85,-31.97,141.45,35.22,8.84
410,atar,68,MR,1531602511,12,20.52,-13.05,101.73,9.4
411,ust-maya,32,RU,1531602511,86,60.42,134.54,67.53,6.82
412,westport,92,IE,1531602512,98,53.8,-9.52,60.87,13.98
413,palana,92,RU,1531602512,80,59.08,159.95,53.58,6.93
414,thinadhoo,32,MV,1531602512,100,0.53,72.93,81.57,9.28
415,intipuca,0,SV,1531597800,29,13.2,-88.05,102.2,5.82
416,aasiaat,24,GL,1531602513,100,68.71,-52.87,41.7,3.36
417,horizontina,0,BR,1531602376,56,-27.63,-54.31,74.37,7.05
418,shemonaikha,36,KZ,1531602514,80,50.63,81.92,64.92,2.68
419,wenling,92,CN,1531602514,97,28.38,121.38,79.23,7.38
420,atasu,36,KZ,1531602514,76,48.68,71.64,66.45,3.13
421,nurota,0,UZ,1531600200,27,40.56,65.69,87.8,6.93
422,leh,24,IN,1531602515,91,34.16,77.58,28.56,1.45
423,camacha,20,PT,1531600200,68,33.08,-16.33,69.8,8.05
424,ada,1,US,1531601580,43,47.3,-96.52,87.8,14.99
425,gat,44,SN,1531602516,71,14.69,-16.54,81.93,8.72
426,shibata,0,JP,1531602516,87,37.91,139.43,74.46,2.57
427,tura,80,IN,1531602516,98,25.52,90.21,75.36,3.36
428,road town,40,VG,1531598400,74,18.42,-64.62,87.8,8.05
429,benguela,0,AO,1531602517,100,-12.58,13.4,69.06,6.71
430,puerto cabezas,40,NI,1531598400,70,14.04,-83.39,87.8,11.41
431,cochrane,68,CL,1531602518,97,-47.25,-72.57,30.18,2.13
432,villarrica,92,CL,1531602518,100,-39.28,-72.23,40.71,5.37
433,emba,20,CY,1531602000,88,34.81,32.42,78.8,4.7
434,viedma,44,AR,1531602518,42,-40.81,-62.99,55.2,20.13
435,hailey,5,US,1531597500,25,43.52,-114.32,87.8,9.17
436,srednekolymsk,88,RU,1531602519,61,67.46,153.71,49.98,3.8
437,vite,90,ES,1531602000,88,42.89,-8.54,66.2,5.82
438,coihaique,90,CL,1531598400,84,-45.58,-72.07,39.2,5.82
439,doschatoye,0,RU,1531602520,86,55.38,42.11,65.46,2.57
440,sur,0,OM,1531602520,85,22.57,59.53,88.95,6.26
441,chumikan,92,RU,1531602520,97,54.72,135.31,51.33,4.92
442,guangyuan,48,CN,1531602521,98,32.43,105.86,67.98,1.79
443,havre-saint-pierre,40,CA,1531598400,63,50.23,-63.6,66.2,3.36
444,tuim,92,RU,1531602521,97,54.34,89.93,61.68,3.69
445,lipnita,12,RO,1531602521,69,44.1,27.6,69.42,7.05
446,monrovia,75,LR,1531600200,88,6.33,-10.8,78.8,4.14
447,ginda,92,IN,1531602522,100,30.69,78.49,60.15,1.34
448,husavik,0,CA,1531602522,45,50.56,-96.99,91.02,21.59
449,winsum,0,NL,1531601700,77,53.33,6.52,64.4,5.82
450,los reyes,12,MX,1531602523,51,20.15,-98.16,74.64,3.13
451,mahajanga,0,MG,1531598400,47,-15.72,46.32,75.2,6.93
452,kiomboi,0,TZ,1531602523,67,-4.28,34.41,64.2,6.26
453,omboue,80,GA,1531602524,100,-1.57,9.26,74.64,12.19
454,cockburn town,0,TC,1531602524,95,21.46,-71.14,83.28,17.56
455,iqaluit,90,CA,1531599000,81,63.75,-68.52,53.6,9.62
456,gazojak,0,TM,1531602524,30,41.19,61.4,86.16,12.19
457,ginir,36,ET,1531602525,80,7.14,40.71,64.2,8.61
458,vizinga,56,RU,1531602525,87,61.08,50.08,67.98,4.7
459,pontes e lacerda,0,BR,1531602525,74,-15.23,-59.33,84.9,3.36
460,terrace,40,CA,1531598400,38,54.52,-128.61,73.4,3.36
461,luanda,32,AO,1531598400,78,-8.83,13.24,71.6,9.17
462,praia,20,BR,1531598400,53,-20.25,-43.81,73.4,8.05
463,baruun-urt,92,MN,1531602527,75,46.68,113.28,59.88,4.47
464,byron bay,0,AU,1531598400,100,-28.65,153.62,41.0,5.82
465,pryazha,24,RU,1531598400,77,61.69,33.62,64.4,2.24
466,hovd,40,NO,1531601400,82,63.83,10.7,57.2,2.24
467,mareeba,75,AU,1531598400,77,-16.99,145.42,62.6,10.29
468,manavalakurichi,75,IN,1531598400,88,8.13,77.3,78.8,5.82
469,bukachacha,12,RU,1531602528,91,52.99,116.91,54.3,2.35
470,port macquarie,0,AU,1531598400,100,-31.43,152.91,37.4,4.7
471,tigil,44,RU,1531602528,72,57.8,158.67,57.0,7.38
472,umm lajj,0,SA,1531602529,100,25.02,37.27,75.81,3.8
473,beloha,8,MG,1531602529,77,-25.17,45.06,62.49,8.16
474,morgaushi,40,RU,1531600200,88,55.96,46.77,66.2,2.91
475,casino,0,AU,1531602329,79,-28.86,153.05,31.26,2.68
476,beaverlodge,40,CA,1531602000,37,55.21,-119.43,68.0,14.99
477,tynset,64,NO,1531601400,93,62.28,10.78,53.6,5.82
478,clyde river,75,CA,1531598400,93,70.47,-68.59,39.2,12.75
479,kailua,90,US,1531598220,83,21.39,-157.74,86.0,11.41
480,san quintin,44,PH,1531602531,92,17.54,120.52,72.03,3.36
481,abeche,76,TD,1531602532,48,13.83,20.83,83.73,8.5
482,doha,0,QA,1531600200,31,25.29,51.53,100.4,6.93
483,sucua,56,EC,1531602532,81,-2.46,-78.17,68.16,4.59
484,sao filipe,56,CV,1531602532,92,14.9,-24.5,77.43,10.29
485,atambua,0,ID,1531602533,100,-9.11,124.89,67.71,5.93
486,channel-port aux basques,0,CA,1531602533,96,47.57,-59.14,53.94,14.65
487,yar-sale,68,RU,1531602533,68,66.83,70.83,57.9,10.29
488,padang,20,ID,1531602534,100,-0.92,100.36,77.25,4.59
489,kafue,0,ZM,1531602534,64,-15.74,28.18,56.1,6.38
490,hargeysa,44,SO,1531602534,64,9.56,44.06,68.88,15.55
491,khadro,24,PK,1531602000,62,26.15,68.72,86.0,13.87
492,barpeta,75,IN,1531600200,94,26.33,91.01,84.2,7.16
493,evensk,92,RU,1531602535,100,61.92,159.24,49.62,6.6
494,xining,100,CN,1531602535,99,36.62,101.77,54.66,3.36
495,luwingu,0,ZM,1531602536,57,-10.26,29.92,57.27,4.36
496,gouyave,20,GD,1531598400,70,12.16,-61.73,86.0,17.22
497,kualakapuas,75,ID,1531600200,100,-3.01,114.39,73.4,2.24
498,ixtapa,40,MX,1531597380,66,20.71,-105.21,89.6,11.41
499,bayji,0,IQ,1531602537,25,34.93,43.49,83.01,3.91
500,roald,0,NO,1531601400,100,62.58,6.12,59.0,4.92
501,manzanillo,8,CU,1531602537,95,20.34,-77.12,87.96,5.37
502,trat,92,TH,1531602537,100,12.25,102.51,75.72,7.83
503,formosa do rio preto,0,BR,1531602538,48,-11.04,-45.19,76.53,5.7
504,parkes,68,AU,1531602538,100,-33.14,148.18,31.62,3.8
505,praia da vitoria,20,PT,1531598400,73,38.73,-27.07,73.4,11.97
506,waddan,0,LY,1531602539,28,29.16,16.14,80.85,10.18
507,deputatskiy,0,RU,1531602539,77,69.3,139.9,43.5,3.91
508,buraydah,0,SA,1531598400,22,26.33,43.97,98.6,17.22
509,corinth,0,GR,1531599600,48,37.94,22.93,82.4,3.36
510,tottori,0,JP,1531602541,97,35.5,134.23,71.13,2.13
511,oistins,40,BB,1531598400,70,13.07,-59.53,86.0,12.75
512,port blair,92,IN,1531602541,100,11.67,92.75,82.11,27.85
513,jinzhou,92,CN,1531602541,97,41.11,121.12,72.3,6.6
514,oroville,1,US,1531600500,32,39.51,-121.56,95.0,6.93
515,yerbogachen,76,RU,1531602542,83,61.28,108.01,61.59,3.47
516,botou,88,CN,1531602542,99,38.08,116.55,76.08,3.47
517,silopi,0,IQ,1531602542,66,37.25,42.47,70.86,2.13
518,tommot,92,RU,1531602543,99,58.97,126.27,56.82,3.36
519,gornyy,0,RU,1531602543,55,51.76,48.54,71.22,7.83
520,pelym,0,RU,1531602543,77,61.01,62.0,59.07,3.02
521,west bay,20,GB,1531601400,60,50.71,-2.76,69.8,6.93
522,malanje,0,AO,1531602544,75,-9.54,16.35,57.0,2.35
523,poum,20,MK,1531600200,68,41.28,20.71,64.4,3.36
524,solnechnyy,88,RU,1531602544,100,50.72,136.64,64.65,3.58
525,robertsport,92,LR,1531602545,100,6.75,-11.37,74.64,4.25
526,kamaishi,92,JP,1531602545,95,39.28,141.86,68.61,2.01
527,ketchikan,1,US,1531598160,55,55.34,-131.65,66.2,4.7
528,murgab,0,TM,1531602000,35,37.5,61.97,87.8,4.7
529,chernyshevskiy,80,RU,1531602546,66,63.01,112.47,58.8,3.47
